id;dataset;text;tokens;label
26792866_gab;HateXplain;in addition to banning the burka the need to ban the sand niggers that wear them;1- in, 2- addition, 3- to, 4- banning, 5- the, 6- burka, 7- the, 8- need, 9- to, 10- ban, 11- the, 12- sand, 13- niggers, 14- that, 15- wear, 16- them;
17965027_gab;HateXplain;this nigger sotomayor has more god damn balls than <percent> of you ethno tradcon retards;1- this, 2- nigger, 3- sotomayor, 4- has, 5- more, 6- god, 7- damn, 8- balls, 9- than, 10- <percent>, 11- of, 12- you, 13- ethno, 14- tradcon, 15- retards;
16722976_gab;HateXplain;ha ha ha reminds me of the hate mail from calgary being sent to synagogues of satan this kike commie double speak and double think p*sses <censored> me off;1- ha, 2- ha, 3- ha, 4- reminds, 5- me, 6- of, 7- the, 8- hate, 9- mail, 10- from, 11- calgary, 12- being, 13- sent, 14- to, 15- synagogues, 16- of, 17- satan, 18- this, 19- kike, 20- commie, 21- double, 22- speak, 23- and, 24- double, 25- think, 26- p*sses, 27- <censored>, 28- me, 29- off;
16908788_gab;HateXplain;you can not culturally enrich a moslem;1- you, 2- can, 3- not, 4- culturally, 5- enrich, 6- a, 7- moslem;
26890746_gab;HateXplain;because europe so wanted to love the arabs and fuck israel remember you all got your wish;1- because, 2- europe, 3- so, 4- wanted, 5- to, 6- love, 7- the, 8- arabs, 9- and, 10- fuck, 11- israel, 12- remember, 13- you, 14- all, 15- got, 16- your, 17- wish;
25212997_gab;HateXplain;go be a nigger somewhere else;1- go, 2- be, 3- a, 4- nigger, 5- somewhere, 6- else;
14030104_gab;HateXplain;yeah i got to about just over <number> followers and got shoahed for criticizing amy schumer being cast as barbie and just never bothered to return and surprise surprise i was correct and they nixed that kikey plan but whatevs <happy>;1- yeah, 2- i, 3- got, 4- to, 5- about, 6- just, 7- over, 8- <number>, 9- followers, 10- and, 11- got, 12- shoahed, 13- for, 14- criticizing, 15- amy, 16- schumer, 17- being, 18- cast, 19- as, 20- barbie, 21- and, 22- just, 23- never, 24- bothered, 25- to, 26- return, 27- and, 28- surprise, 29- surprise, 30- i, 31- was, 32- correct, 33- and, 34- they, 35- nixed, 36- that, 37- kikey, 38- plan, 39- but, 40- whatevs, 41- <happy>;
19506620_gab;HateXplain;fbi cover up smells of another muzrat terrorist attack;1- fbi, 2- cover, 3- up, 4- smells, 5- of, 6- another, 7- muzrat, 8- terrorist, 9- attack;
27048020_gab;HateXplain;arabs no ones fault but theirs apologies to led zeppelin fucking arabsliars always some to blame but themselves israel;1- arabs, 2- no, 3- ones, 4- fault, 5- but, 6- theirs, 7- apologies, 8- to, 9- led, 10- zeppelin, 11- fucking, 12- arabsliars, 13- always, 14- some, 15- to, 16- blame, 17- but, 18- themselves, 19- israel;
24105831_gab;HateXplain;the only good nigger is a dead nigger;1- the, 2- only, 3- good, 4- nigger, 5- is, 6- a, 7- dead, 8- nigger;
25789788_gab;HateXplain;fuck you trump just fuck you and your kike ass first bitch;1- fuck, 2- you, 3- trump, 4- just, 5- fuck, 6- you, 7- and, 8- your, 9- kike, 10- ass, 11- first, 12- bitch;
1179099828531281920_twitter;HateXplain;<user> it so fucken funny you hating ass muzzie;1- <user>, 2- it, 3- so, 4- fucken, 5- funny, 6- you, 7- hating, 8- ass, 9- muzzie;
27054101_gab;HateXplain;arabs may not have invented slavery but they sure did perfect it;1- arabs, 2- may, 3- not, 4- have, 5- invented, 6- slavery, 7- but, 8- they, 9- sure, 10- did, 11- perfect, 12- it;
19115010_gab;HateXplain;black be bootyful sheboons something even their gorillas dont want nobody wants;1- black, 2- be, 3- bootyful, 4- sheboons, 5- something, 6- even, 7- their, 8- gorillas, 9- dont, 10- want, 11- nobody, 12- wants;
14949935_gab;HateXplain;podhoretz is kike trash that needs a horrific reckoning;1- podhoretz, 2- is, 3- kike, 4- trash, 5- that, 6- needs, 7- a, 8- horrific, 9- reckoning;
10120104_gab;HateXplain;the mafia will leave severed goat heads on the beds of moslem refugees;1- the, 2- mafia, 3- will, 4- leave, 5- severed, 6- goat, 7- heads, 8- on, 9- the, 10- beds, 11- of, 12- moslem, 13- refugees;
27103156_gab;HateXplain;u really think i a going t waste my time on this antisemitic trope mein little nazi u lost get over it arablies i am an expert on nazilies and their mental affliction srael rising why not have a day of rage like the arabs do;1- u, 2- really, 3- think, 4- i, 5- a, 6- going, 7- t, 8- waste, 9- my, 10- time, 11- on, 12- this, 13- antisemitic, 14- trope, 15- mein, 16- little, 17- nazi, 18- u, 19- lost, 20- get, 21- over, 22- it, 23- arablies, 24- i, 25- am, 26- an, 27- expert, 28- on, 29- nazilies, 30- and, 31- their, 32- mental, 33- affliction, 34- srael, 35- rising, 36- why, 37- not, 38- have, 39- a, 40- day, 41- of, 42- rage, 43- like, 44- the, 45- arabs, 46- do;
17382908_gab;HateXplain;tell sambo samboeta i said fuck off nigger;1- tell, 2- sambo, 3- samboeta, 4- i, 5- said, 6- fuck, 7- off, 8- nigger;
24894439_gab;HateXplain;yea i bet a white nationalist is a real big traitor or maybe i do not like a kike puppet who doing nothing on immigration you retard;1- yea, 2- i, 3- bet, 4- a, 5- white, 6- nationalist, 7- is, 8- a, 9- real, 10- big, 11- traitor, 12- or, 13- maybe, 14- i, 15- do, 16- not, 17- like, 18- a, 19- kike, 20- puppet, 21- who, 22- doing, 23- nothing, 24- on, 25- immigration, 26- you, 27- retard;
3009341_gab;HateXplain;muslim chaplain of the canadian army wtf why i am sure our muzzie friends and allies have a priest in their army hell i doubt there is one in the whole country fk islam can fam speak freely;1- muslim, 2- chaplain, 3- of, 4- the, 5- canadian, 6- army, 7- wtf, 8- why, 9- i, 10- am, 11- sure, 12- our, 13- muzzie, 14- friends, 15- and, 16- allies, 17- have, 18- a, 19- priest, 20- in, 21- their, 22- army, 23- hell, 24- i, 25- doubt, 26- there, 27- is, 28- one, 29- in, 30- the, 31- whole, 32- country, 33- fk, 34- islam, 35- can, 36- fam, 37- speak, 38- freely;
27392816_gab;HateXplain;the sand niggers deserve the same;1- the, 2- sand, 3- niggers, 4- deserve, 5- the, 6- same;
24332040_gab;HateXplain;he sounds like a nigger trying to cure aids by fucking little girls disgusting piece of shit;1- he, 2- sounds, 3- like, 4- a, 5- nigger, 6- trying, 7- to, 8- cure, 9- aids, 10- by, 11- fucking, 12- little, 13- girls, 14- disgusting, 15- piece, 16- of, 17- shit;
25296749_gab;HateXplain;so i am not white because i want whites to live in a world free of non whites and am willing to use any means necessary to ensure that goal you outright want to murder whites to prove how pro white you are that the same reasoning that the kike weev used;1- so, 2- i, 3- am, 4- not, 5- white, 6- because, 7- i, 8- want, 9- whites, 10- to, 11- live, 12- in, 13- a, 14- world, 15- free, 16- of, 17- non, 18- whites, 19- and, 20- am, 21- willing, 22- to, 23- use, 24- any, 25- means, 26- necessary, 27- to, 28- ensure, 29- that, 30- goal, 31- you, 32- outright, 33- want, 34- to, 35- murder, 36- whites, 37- to, 38- prove, 39- how, 40- pro, 41- white, 42- you, 43- are, 44- that, 45- the, 46- same, 47- reasoning, 48- that, 49- the, 50- kike, 51- weev, 52- used;
12042275_gab;HateXplain;see how lefties turn on their poster girl aung san suu kyi mynarmar cos she will not bend to dhimmi traitor politicians un by appeasing moslems unhcr head is a moslem screams genocide irony yet mentions nothing of ongoing moslem genocide of christians in middle east me says go for it aung;1- see, 2- how, 3- lefties, 4- turn, 5- on, 6- their, 7- poster, 8- girl, 9- aung, 10- san, 11- suu, 12- kyi, 13- mynarmar, 14- cos, 15- she, 16- will, 17- not, 18- bend, 19- to, 20- dhimmi, 21- traitor, 22- politicians, 23- un, 24- by, 25- appeasing, 26- moslems, 27- unhcr, 28- head, 29- is, 30- a, 31- moslem, 32- screams, 33- genocide, 34- irony, 35- yet, 36- mentions, 37- nothing, 38- of, 39- ongoing, 40- moslem, 41- genocide, 42- of, 43- christians, 44- in, 45- middle, 46- east, 47- me, 48- says, 49- go, 50- for, 51- it, 52- aung;
27419445_gab;HateXplain;is it just me or are the only people retarded enough to buy the q larp boomers i swear they eat it all up right along with a side of fox news and pro israel propaganda qanon;1- is, 2- it, 3- just, 4- me, 5- or, 6- are, 7- the, 8- only, 9- people, 10- retarded, 11- enough, 12- to, 13- buy, 14- the, 15- q, 16- larp, 17- boomers, 18- i, 19- swear, 20- they, 21- eat, 22- it, 23- all, 24- up, 25- right, 26- along, 27- with, 28- a, 29- side, 30- of, 31- fox, 32- news, 33- and, 34- pro, 35- israel, 36- propaganda, 37- qanon;
22676953_gab;HateXplain;i think you indeed can call people nigger if you so please;1- i, 2- think, 3- you, 4- indeed, 5- can, 6- call, 7- people, 8- nigger, 9- if, 10- you, 11- so, 12- please;
24307910_gab;HateXplain;lying kike filth the false dichotomy here is your false dichotomy between capitalism that mistreats workers and marxism guess what kike there is a capitalism by which workers and owners are complementary fascism;1- lying, 2- kike, 3- filth, 4- the, 5- false, 6- dichotomy, 7- here, 8- is, 9- your, 10- false, 11- dichotomy, 12- between, 13- capitalism, 14- that, 15- mistreats, 16- workers, 17- and, 18- marxism, 19- guess, 20- what, 21- kike, 22- there, 23- is, 24- a, 25- capitalism, 26- by, 27- which, 28- workers, 29- and, 30- owners, 31- are, 32- complementary, 33- fascism;
11805489_gab;HateXplain;behind the rohinya muzzie sob story http :// <url>;1- behind, 2- the, 3- rohinya, 4- muzzie, 5- sob, 6- story, 7- http, 8- ://, 9- <url>;
27833161_gab;HateXplain;i hate arabs jews are arabs hebrew is fucking arabic we know;1- i, 2- hate, 3- arabs, 4- jews, 5- are, 6- arabs, 7- hebrew, 8- is, 9- fucking, 10- arabic, 11- we, 12- know;
24032034_gab;HateXplain;<user> i hate you for the hairy titty nigger that bullshit wrong on so many levels you suck 😨 😠 👹 💩 👹 💩 👹 💩 👹 💩;1- <user>, 2- i, 3- hate, 4- you, 5- for, 6- the, 7- hairy, 8- titty, 9- nigger, 10- that, 11- bullshit, 12- wrong, 13- on, 14- so, 15- many, 16- levels, 17- you, 18- suck, 19- 😨, 20- 😠, 21- 👹, 22- 💩, 23- 👹, 24- 💩, 25- 👹, 26- 💩, 27- 👹, 28- 💩;
17265419_gab;HateXplain;what the fuck does matt heimbach think he doing is he really punching right for a kike publication;1- what, 2- the, 3- fuck, 4- does, 5- matt, 6- heimbach, 7- think, 8- he, 9- doing, 10- is, 11- he, 12- really, 13- punching, 14- right, 15- for, 16- a, 17- kike, 18- publication;
10512629_gab;HateXplain;we are being taxed with zakat so they can live lavishly fuck their zakat time to enforce the moslem ban that been around since the <number>;1- we, 2- are, 3- being, 4- taxed, 5- with, 6- zakat, 7- so, 8- they, 9- can, 10- live, 11- lavishly, 12- fuck, 13- their, 14- zakat, 15- time, 16- to, 17- enforce, 18- the, 19- moslem, 20- ban, 21- that, 22- been, 23- around, 24- since, 25- the, 26- <number>;
27997027_gab;HateXplain;what a lying asshole you are you arab muslim filth are fucking up christian europe liar typical blame shifting lying a rab hook nosed raghead;1- what, 2- a, 3- lying, 4- asshole, 5- you, 6- are, 7- you, 8- arab, 9- muslim, 10- filth, 11- are, 12- fucking, 13- up, 14- christian, 15- europe, 16- liar, 17- typical, 18- blame, 19- shifting, 20- lying, 21- a, 22- rab, 23- hook, 24- nosed, 25- raghead;
26152028_gab;HateXplain;move to a nigger neighborhood or gtfo;1- move, 2- to, 3- a, 4- nigger, 5- neighborhood, 6- or, 7- gtfo;
17382671_gab;HateXplain;some butthurt kike reported this display picture i can not understand how it violates any of twitter rules tho;1- some, 2- butthurt, 3- kike, 4- reported, 5- this, 6- display, 7- picture, 8- i, 9- can, 10- not, 11- understand, 12- how, 13- it, 14- violates, 15- any, 16- of, 17- twitter, 18- rules, 19- tho;
16761817_gab;HateXplain;and its muzzie terrorism;1- and, 2- its, 3- muzzie, 4- terrorism;
3012325_gab;HateXplain;<user> these elites including merkel can integrate my fuß up their arse i bet they do not have any arabs in their gated communities but they are more than happy to see the world burn speakfreely merkelmussweg afd deutschland welt europe;1- <user>, 2- these, 3- elites, 4- including, 5- merkel, 6- can, 7- integrate, 8- my, 9- fuß, 10- up, 11- their, 12- arse, 13- i, 14- bet, 15- they, 16- do, 17- not, 18- have, 19- any, 20- arabs, 21- in, 22- their, 23- gated, 24- communities, 25- but, 26- they, 27- are, 28- more, 29- than, 30- happy, 31- to, 32- see, 33- the, 34- world, 35- burn, 36- speakfreely, 37- merkelmussweg, 38- afd, 39- deutschland, 40- welt, 41- europe;
4972974_gab;HateXplain;i left a nigger lying dead by the river i left the willow whisps to roam jeffrey lee pierce;1- i, 2- left, 3- a, 4- nigger, 5- lying, 6- dead, 7- by, 8- the, 9- river, 10- i, 11- left, 12- the, 13- willow, 14- whisps, 15- to, 16- roam, 17- jeffrey, 18- lee, 19- pierce;
25800722_gab;HateXplain;lol another salty kike;1- lol, 2- another, 3- salty, 4- kike;
26702235_gab;HateXplain;unlikely now that the lying muzrat traitor is out of d.c.;1- unlikely, 2- now, 3- that, 4- the, 5- lying, 6- muzrat, 7- traitor, 8- is, 9- out, 10- of, 11- d.c.;
3492903_gab;HateXplain;i hope obama and his corrupt cia get caught trying cut the power to our grid i d love to see that muslim goatf*cker <censored> in cuffs and a jumpsuit falseflag obama;1- i, 2- hope, 3- obama, 4- and, 5- his, 6- corrupt, 7- cia, 8- get, 9- caught, 10- trying, 11- cut, 12- the, 13- power, 14- to, 15- our, 16- grid, 17- i, 18- d, 19- love, 20- to, 21- see, 22- that, 23- muslim, 24- goatf*cker, 25- <censored>, 26- in, 27- cuffs, 28- and, 29- a, 30- jumpsuit, 31- falseflag, 32- obama;
24308641_gab;HateXplain;konya was right there he could have put a karote chop on trump and been the greatest nigger of all times but he pussied out the majority of all the wounded niggers in ww1 ww2 korea and nam were hit in the back from running away;1- konya, 2- was, 3- right, 4- there, 5- he, 6- could, 7- have, 8- put, 9- a, 10- karote, 11- chop, 12- on, 13- trump, 14- and, 15- been, 16- the, 17- greatest, 18- nigger, 19- of, 20- all, 21- times, 22- but, 23- he, 24- pussied, 25- out, 26- the, 27- majority, 28- of, 29- all, 30- the, 31- wounded, 32- niggers, 33- in, 34- ww1, 35- ww2, 36- korea, 37- and, 38- nam, 39- were, 40- hit, 41- in, 42- the, 43- back, 44- from, 45- running, 46- away;
16980692_gab;HateXplain;post that kike star again and you can wear them in the oven;1- post, 2- that, 3- kike, 4- star, 5- again, 6- and, 7- you, 8- can, 9- wear, 10- them, 11- in, 12- the, 13- oven;
15844957_gab;HateXplain;so the oblamer administration set many parts of the muzzie world free and this is what everyone out there gets to see fact;1- so, 2- the, 3- oblamer, 4- administration, 5- set, 6- many, 7- parts, 8- of, 9- the, 10- muzzie, 11- world, 12- free, 13- and, 14- this, 15- is, 16- what, 17- everyone, 18- out, 19- there, 20- gets, 21- to, 22- see, 23- fact;
3680293_gab;HateXplain;arablies so it is ok for arabs to colonise but the jews cannot have israel a bees dick in comparison to what arabs have;1- arablies, 2- so, 3- it, 4- is, 5- ok, 6- for, 7- arabs, 8- to, 9- colonise, 10- but, 11- the, 12- jews, 13- cannot, 14- have, 15- israel, 16- a, 17- bees, 18- dick, 19- in, 20- comparison, 21- to, 22- what, 23- arabs, 24- have;
18221064_gab;HateXplain;lol i like it name the sportball jigaboo that was busted at an airport with a wizinator;1- lol, 2- i, 3- like, 4- it, 5- name, 6- the, 7- sportball, 8- jigaboo, 9- that, 10- was, 11- busted, 12- at, 13- an, 14- airport, 15- with, 16- a, 17- wizinator;
27256820_gab;HateXplain;smoke signals ala kike style 🔥 💨;1- smoke, 2- signals, 3- ala, 4- kike, 5- style, 6- 🔥, 7- 💨;
11119899_gab;HateXplain;the un can kiss my patriotic white ass keep your fucking nose out of america you moslem sex dolls 🖕 🏻 mind your own fucking business and stop egging on the hate crimes against white people sick nosy race baiting assholes;1- the, 2- un, 3- can, 4- kiss, 5- my, 6- patriotic, 7- white, 8- ass, 9- keep, 10- your, 11- fucking, 12- nose, 13- out, 14- of, 15- america, 16- you, 17- moslem, 18- sex, 19- dolls, 20- 🖕, 21- 🏻, 22- mind, 23- your, 24- own, 25- fucking, 26- business, 27- and, 28- stop, 29- egging, 30- on, 31- the, 32- hate, 33- crimes, 34- against, 35- white, 36- people, 37- sick, 38- nosy, 39- race, 40- baiting, 41- assholes;
3878555_gab;HateXplain;white nations for white people want a future deport jews with the arabs;1- white, 2- nations, 3- for, 4- white, 5- people, 6- want, 7- a, 8- future, 9- deport, 10- jews, 11- with, 12- the, 13- arabs;
24097574_gab;HateXplain;i detest abortion even regarding negro enemy babies call me a softie as with them though if some beaner wants to kill their kid i will not lose a great deal of sleep they do not need to be invading and populating america;1- i, 2- detest, 3- abortion, 4- even, 5- regarding, 6- negro, 7- enemy, 8- babies, 9- call, 10- me, 11- a, 12- softie, 13- as, 14- with, 15- them, 16- though, 17- if, 18- some, 19- beaner, 20- wants, 21- to, 22- kill, 23- their, 24- kid, 25- i, 26- will, 27- not, 28- lose, 29- a, 30- great, 31- deal, 32- of, 33- sleep, 34- they, 35- do, 36- not, 37- need, 38- to, 39- be, 40- invading, 41- and, 42- populating, 43- america;
17827115_gab;HateXplain;wow this d bag if he not a kike he might as well be one geezus;1- wow, 2- this, 3- d, 4- bag, 5- if, 6- he, 7- not, 8- a, 9- kike, 10- he, 11- might, 12- as, 13- well, 14- be, 15- one, 16- geezus;
25115988_gab;HateXplain;it is now up to the family of the girl to punish the moslem shit skin;1- it, 2- is, 3- now, 4- up, 5- to, 6- the, 7- family, 8- of, 9- the, 10- girl, 11- to, 12- punish, 13- the, 14- moslem, 15- shit, 16- skin;
4057435_gab;HateXplain;jews are white sandniggers;1- jews, 2- are, 3- white, 4- sandniggers;
27770061_gab;HateXplain;<user> yo ur fav niglet prom date;1- <user>, 2- yo, 3- ur, 4- fav, 5- niglet, 6- prom, 7- date;
13587865_gab;HateXplain;muh kike on a stick so edgy;1- muh, 2- kike, 3- on, 4- a, 5- stick, 6- so, 7- edgy;
15353029_gab;HateXplain;oh snap do not they also have a large muzzie population there;1- oh, 2- snap, 3- do, 4- not, 5- they, 6- also, 7- have, 8- a, 9- large, 10- muzzie, 11- population, 12- there;
4102150_gab;HateXplain;<user> they resisted it for <number> years along with the nubeans in the south of sudan that is a beautiful and remarkable history of resisting evil i gotta tell u u have to read genesis <number> <number> the story of ishmael and u will see arabs today perfectly described;1- <user>, 2- they, 3- resisted, 4- it, 5- for, 6- <number>, 7- years, 8- along, 9- with, 10- the, 11- nubeans, 12- in, 13- the, 14- south, 15- of, 16- sudan, 17- that, 18- is, 19- a, 20- beautiful, 21- and, 22- remarkable, 23- history, 24- of, 25- resisting, 26- evil, 27- i, 28- gotta, 29- tell, 30- u, 31- u, 32- have, 33- to, 34- read, 35- genesis, 36- <number>, 37- <number>, 38- the, 39- story, 40- of, 41- ishmael, 42- and, 43- u, 44- will, 45- see, 46- arabs, 47- today, 48- perfectly, 49- described;
14974204_gab;HateXplain;why is nobody here talking about that nigger conyers raping white women on the taxpayer dime;1- why, 2- is, 3- nobody, 4- here, 5- talking, 6- about, 7- that, 8- nigger, 9- conyers, 10- raping, 11- white, 12- women, 13- on, 14- the, 15- taxpayer, 16- dime;
19801022_gab;HateXplain;eat shit you spamming kike;1- eat, 2- shit, 3- you, 4- spamming, 5- kike;
19564938_gab;HateXplain;i can guarantee that if a stray muzzie moves into the secluded area of ok where i have property the locals will burn his ass out thats how they roll;1- i, 2- can, 3- guarantee, 4- that, 5- if, 6- a, 7- stray, 8- muzzie, 9- moves, 10- into, 11- the, 12- secluded, 13- area, 14- of, 15- ok, 16- where, 17- i, 18- have, 19- property, 20- the, 21- locals, 22- will, 23- burn, 24- his, 25- ass, 26- out, 27- thats, 28- how, 29- they, 30- roll;
4503689_gab;HateXplain;photos from hamas kindergarten graduation hate and incitement against jews arabterror gabfam terror the first victims of palestinian violence are palestinian children;1- photos, 2- from, 3- hamas, 4- kindergarten, 5- graduation, 6- hate, 7- and, 8- incitement, 9- against, 10- jews, 11- arabterror, 12- gabfam, 13- terror, 14- the, 15- first, 16- victims, 17- of, 18- palestinian, 19- violence, 20- are, 21- palestinian, 22- children;
25552141_gab;HateXplain;<user> ‍ how much nigger cock do you suck per week faggot;1- <user>, 2- ‍, 3- how, 4- much, 5- nigger, 6- cock, 7- do, 8- you, 9- suck, 10- per, 11- week, 12- faggot;
22398230_gab;HateXplain;on point it all kike mercinary work;1- on, 2- point, 3- it, 4- all, 5- kike, 6- mercinary, 7- work;
2980390_gab;HateXplain;<user> she lucky all she got was a bad haircut some moslem fathers would rape their daughters first then kill them to restore honour to their family;1- <user>, 2- she, 3- lucky, 4- all, 5- she, 6- got, 7- was, 8- a, 9- bad, 10- haircut, 11- some, 12- moslem, 13- fathers, 14- would, 15- rape, 16- their, 17- daughters, 18- first, 19- then, 20- kill, 21- them, 22- to, 23- restore, 24- honour, 25- to, 26- their, 27- family;
4561885_gab;HateXplain;<user> maybe should have course for monkeys and towelheads on sensitivity to white culture also;1- <user>, 2- maybe, 3- should, 4- have, 5- course, 6- for, 7- monkeys, 8- and, 9- towelheads, 10- on, 11- sensitivity, 12- to, 13- white, 14- culture, 15- also;
13033382_gab;HateXplain;i tolled this nigger to tears;1- i, 2- tolled, 3- this, 4- nigger, 5- to, 6- tears;
19581918_gab;HateXplain;good points i kike this post very much;1- good, 2- points, 3- i, 4- kike, 5- this, 6- post, 7- very, 8- much;
22200913_gab;HateXplain;one year ago five people were killed by a devout moslem on westminster bridge for this rag headed bitch she will remember it as the day she was running late on her way to mosque;1- one, 2- year, 3- ago, 4- five, 5- people, 6- were, 7- killed, 8- by, 9- a, 10- devout, 11- moslem, 12- on, 13- westminster, 14- bridge, 15- for, 16- this, 17- rag, 18- headed, 19- bitch, 20- she, 21- will, 22- remember, 23- it, 24- as, 25- the, 26- day, 27- she, 28- was, 29- running, 30- late, 31- on, 32- her, 33- way, 34- to, 35- mosque;
5431123_gab;HateXplain;well devildog you and i both know arabs turn and run;1- well, 2- devildog, 3- you, 4- and, 5- i, 6- both, 7- know, 8- arabs, 9- turn, 10- and, 11- run;
14263294_gab;HateXplain;they mostly help niglets with cancer so fuck em mr taylor does more to help white kids than anyone else ive seen 😎;1- they, 2- mostly, 3- help, 4- niglets, 5- with, 6- cancer, 7- so, 8- fuck, 9- em, 10- mr, 11- taylor, 12- does, 13- more, 14- to, 15- help, 16- white, 17- kids, 18- than, 19- anyone, 20- else, 21- ive, 22- seen, 23- 😎;
20332357_gab;HateXplain;billy graham an amiable recycled kike salesman who withheld the most significant thing he knew from his assemblies of dunces;1- billy, 2- graham, 3- an, 4- amiable, 5- recycled, 6- kike, 7- salesman, 8- who, 9- withheld, 10- the, 11- most, 12- significant, 13- thing, 14- he, 15- knew, 16- from, 17- his, 18- assemblies, 19- of, 20- dunces;
16452209_gab;HateXplain;when the muzzies start blowing up more kids and targeting schools i believe people will snap it will be game on i know many ex military who are fully prepared and ready to go;1- when, 2- the, 3- muzzies, 4- start, 5- blowing, 6- up, 7- more, 8- kids, 9- and, 10- targeting, 11- schools, 12- i, 13- believe, 14- people, 15- will, 16- snap, 17- it, 18- will, 19- be, 20- game, 21- on, 22- i, 23- know, 24- many, 25- ex, 26- military, 27- who, 28- are, 29- fully, 30- prepared, 31- and, 32- ready, 33- to, 34- go;
5688047_gab;HateXplain;i have been kicked off twitter i must ve offended some goatfucking sandnigger i wonder how that happened 😳;1- i, 2- have, 3- been, 4- kicked, 5- off, 6- twitter, 7- i, 8- must, 9- ve, 10- offended, 11- some, 12- goatfucking, 13- sandnigger, 14- i, 15- wonder, 16- how, 17- that, 18- happened, 19- 😳;
16501955_gab;HateXplain;so she just a future welfare nigger breeder;1- so, 2- she, 3- just, 4- a, 5- future, 6- welfare, 7- nigger, 8- breeder;
20748901_gab;HateXplain;sounds like a kike to me;1- sounds, 2- like, 3- a, 4- kike, 5- to, 6- me;
10224803_gab;HateXplain;mcpain traitor in <number> mussie loving mcpain traveled to syria to meet with moderate rebels rebels sent by ohell ohellary from libya rem benghazi to attack syria president assad this traitor was actually meeting with isis and arranged to get them more funding arms treason;1- mcpain, 2- traitor, 3- in, 4- <number>, 5- mussie, 6- loving, 7- mcpain, 8- traveled, 9- to, 10- syria, 11- to, 12- meet, 13- with, 14- moderate, 15- rebels, 16- rebels, 17- sent, 18- by, 19- ohell, 20- ohellary, 21- from, 22- libya, 23- rem, 24- benghazi, 25- to, 26- attack, 27- syria, 28- president, 29- assad, 30- this, 31- traitor, 32- was, 33- actually, 34- meeting, 35- with, 36- isis, 37- and, 38- arranged, 39- to, 40- get, 41- them, 42- more, 43- funding, 44- arms, 45- treason;
5857792_gab;HateXplain;i dissent the pact between jews muslims to rig the towers with thermite while promising the arabs the usa in return the jew world order;1- i, 2- dissent, 3- the, 4- pact, 5- between, 6- jews, 7- muslims, 8- to, 9- rig, 10- the, 11- towers, 12- with, 13- thermite, 14- while, 15- promising, 16- the, 17- arabs, 18- the, 19- usa, 20- in, 21- return, 22- the, 23- jew, 24- world, 25- order;
19068637_gab;HateXplain;yup just like the old joke why do lions lick there ass to get the taste of nigger out of their mouths 😈 gab fam white is right;1- yup, 2- just, 3- like, 4- the, 5- old, 6- joke, 7- why, 8- do, 9- lions, 10- lick, 11- there, 12- ass, 13- to, 14- get, 15- the, 16- taste, 17- of, 18- nigger, 19- out, 20- of, 21- their, 22- mouths, 23- 😈, 24- gab, 25- fam, 26- white, 27- is, 28- right;
17068058_gab;HateXplain;while the palestinians protest against jewish dictatorship ruling their country this kike rants about caring for muslims all of a sudden;1- while, 2- the, 3- palestinians, 4- protest, 5- against, 6- jewish, 7- dictatorship, 8- ruling, 9- their, 10- country, 11- this, 12- kike, 13- rants, 14- about, 15- caring, 16- for, 17- muslims, 18- all, 19- of, 20- a, 21- sudden;
16002165_gab;HateXplain;fuck facebook staff and their muscum loving scum trash subhumans can you believe they disabled my account for <number> days for stating muslims lie and deceive <percent> of the time are they fucking serious i guess the truth really hurts fuck islam and all piss dinking goat fucking sand monkeys;1- fuck, 2- facebook, 3- staff, 4- and, 5- their, 6- muscum, 7- loving, 8- scum, 9- trash, 10- subhumans, 11- can, 12- you, 13- believe, 14- they, 15- disabled, 16- my, 17- account, 18- for, 19- <number>, 20- days, 21- for, 22- stating, 23- muslims, 24- lie, 25- and, 26- deceive, 27- <percent>, 28- of, 29- the, 30- time, 31- are, 32- they, 33- fucking, 34- serious, 35- i, 36- guess, 37- the, 38- truth, 39- really, 40- hurts, 41- fuck, 42- islam, 43- and, 44- all, 45- piss, 46- dinking, 47- goat, 48- fucking, 49- sand, 50- monkeys;
6677328_gab;HateXplain;our muslim terrorist treasonous arab ass kissing state dept is making sure that trump will not do this after all kissing arab and muslim ass is far more important than us national security;1- our, 2- muslim, 3- terrorist, 4- treasonous, 5- arab, 6- ass, 7- kissing, 8- state, 9- dept, 10- is, 11- making, 12- sure, 13- that, 14- trump, 15- will, 16- not, 17- do, 18- this, 19- after, 20- all, 21- kissing, 22- arab, 23- and, 24- muslim, 25- ass, 26- is, 27- far, 28- more, 29- important, 30- than, 31- us, 32- national, 33- security;
19191932_gab;HateXplain;kim cannon sucks nigger dick he can not keep a woman because he has a tiny dick and thinks he is smart;1- kim, 2- cannon, 3- sucks, 4- nigger, 5- dick, 6- he, 7- can, 8- not, 9- keep, 10- a, 11- woman, 12- because, 13- he, 14- has, 15- a, 16- tiny, 17- dick, 18- and, 19- thinks, 20- he, 21- is, 22- smart;
6305207_gab;HateXplain;trump is a pedophile kike verified power user;1- trump, 2- is, 3- a, 4- pedophile, 5- kike, 6- verified, 7- power, 8- user;
